업소명,소재지(도로명),소재지(지번),소재지전화
코하루,부산광역시 연제구 중앙대로1043번길 20 (연산동),부산광역시 연제구 연산동 1362번지 8호  ,051 -851 -1556
마루 유비끼,"부산광역시 연제구 시청로 26-1, 3층 (연산동)",부산광역시 연제구 연산동 1371번지 13호  ,051 -852 -5426
행복한날 수제칼국수,"부산광역시 연제구 신금로 25, 2층 213호 (연산동, 노블레스스케어)",부산광역시 연제구 연산동 302번지 3호  ,
수다가락,부산광역시 연제구 배산로 25 (연산동),부산광역시 연제구 연산동 2123번지 34호  ,051 -867 -4959
보스턴 분식,"부산광역시 연제구 세병로 5, A동 1층 3호 (연산동)",부산광역시 연제구 연산동 588번지 1호  ,
흥안비빔밥,부산광역시 연제구 법원로16번길 10 (거제동),부산광역시 연제구 거제동 1497번지 2호  ,
수라진,"부산광역시 연제구 해맞이로 23, 116동 201호 (거제동)",부산광역시 연제구 거제동 714번지 144호  ,
홍나루터,부산광역시 연제구 신촌로 5 (연산동),부산광역시 연제구 연산동 1342번지 4호  ,051 -864 -3377
SOUL(소울),"부산광역시 연제구 과정로 138, 2층 (연산동)",부산광역시 연제구 연산동 480번지 27호  ,
세븐참치,"부산광역시 연제구 월드컵대로145번길 24, 1,2층 (연산동)",부산광역시 연제구 연산동 1244번지 3호  ,
해전(海田),"부산광역시 연제구 안연로 34, 1층 (연산동)",부산광역시 연제구 연산동 386번지 28호  ,051 -751 -0092
도조스시,"부산광역시 연제구 중앙대로1150번길 50-1, 1층 (연산동)",부산광역시 연제구 연산동 585번지 51호  ,
고기쟁이,"부산광역시 연제구 쌍미천로161번길 4, 1층 (연산동)",부산광역시 연제구 연산동 615번지 130호  ,
유림분식,"부산광역시 연제구 과정로344번길 29, 1층 (연산동)",부산광역시 연제구 연산동 305번지 49호  ,
인생밥집,부산광역시 연제구 월드컵대로243번길 10 (거제동),부산광역시 연제구 거제동 1032번지 4호  ,051 -506 -1222
쌍둥이 추어탕,"부산광역시 연제구 월드컵대로119번길 11, ㅌ동 1층 18,23호 (연산동)",부산광역시 연제구 연산동 709번지 14호  ,
진주돼지국밥,"부산광역시 연제구 월드컵대로145번길 24, 2층 (연산동)",부산광역시 연제구 연산동 1244번지 3호  ,051 -863 -2780
